GroundTruth,Prediction,CER,WER
المزرعية ودرجات المهارة في طرق الانتاج بدون حرث ، حيث بلغ معامل الارتباط البسيط,المزرعية ودرجات المهارة في ظرق الإنتاج بدون حرث، حيت بلغ معامل الارتباط البيط,0.06329113924050633,0.42857142857142855
التي أصبحت في الوقت الحاضر علماً على كامل المكان بما يلي في ذلك موقع عثر نفسها،,التي أصبحت في الوقت العاضر علماً على كامل المكان بمايلى في ذلك موجع عتثر نفسها،,0.06329113924050633,0.3125
"الكتابات العربية الحنوبية المدونة والواصلة الينا إلى قبيل الأسلام بقليل ""449 م""","الكتابات العربية الحنوبية المدونة والواصلة الينا إلى قبيل الأسلام بقليل ""وا ق",0.06329113924050633,0.16666666666666666
أثرا مجمنعين في العرب وكونتا فيها هذه العفلية التي حددها ورسم معالمها في النعوت,أثثرا مجمنمعين في العرب وكونتا فيها هذه العفلية التي حددها ورسم معالمها فيه النخرت,0.06329113924050633,0.2857142857142857
وظل الرواة يتوارثون هذا التقسيم كلما بحثوا في تاريخ العرب قبل الإسلام،وفي موضوع,وظل الرواة يتوارثون هذا التقصيم كلما بجثوا في تاريئخ العرب قبل الإسلام، وفي موضوق,0.06329113924050633,0.46153846153846156
التواجد المفارق لوزارات متضخمة إلى جانب أخرى محدودية الصلاحية ،,التواجد المغارق لوزارات متضخمة إلى جانب أخرى محوودية الصلاحية.,0.06349206349206349,0.4
على شكل منشجرات نسب إلى ذلك الديوان فصار مجموعة # سجلات . واهذا,على شكل مشجرات نسب إلى دلك الديوان مصار مجموعة # سحلات . واهذا,0.06349206349206349,0.3076923076923077
تحت مجهر النقد التحليلي ، لمعرفة امتدادات هذه الأمة ؛ المادية ،,تحث مجهر النقد التحكيلي ، لمعرفة امتدادات هذه الأمة ؛ المارية،,0.06349206349206349,0.3333333333333333
الصناعي. و الحرب العالمية الثانية  دافعا للإسراع بإنشاء المجالس,الصناعي . والحرب العالمية الثانية دافعا للإسراع بإنشاء العجالس,0.06349206349206349,0.5
فلم يفطن له. ففعل ذالك مراراً و المهلب يراهـ و قد أمسك عن الأكل,خلم يفطن له. ففعل ذالك مراراً والمهلب يراه وقد أمسك عن الأكل,0.06349206349206349,0.42857142857142855
طبيعة السطح الخارجي للمادة ( خشناً أم أملساً ) و لونة في إنعكاس,طبيعية السطح الخارجي للمادة (خشناً أم أملساً ) ولونة في إنعطاس,0.06349206349206349,0.46153846153846156
الغلاف الجوّي بالرّطوبة (بخار الماء) ويعتبر عامل أساسي في تلطيف,الغلاف الجوي بالرطوية (بخار الماء) ويعتبر عامل أساسي في تلطييف,0.06349206349206349,0.3
فوق سطح الأرض. فلا يشعر المار إلا وأمامه حية قافزة تفزعه وترعبه,فوق سطح الارض. فلا ييشعر المار إلا وأمامه حية قافزة تفرعه وترعيه,0.06349206349206349,0.3333333333333333
على التحكم في الأجهزة الخارجية، ومنها الكراسي المتحركة، الأطراف,على التخكم في الأجهزة الخارجية، ومنها الكراسي المتحرعة، الاطراق,0.06349206349206349,0.3333333333333333
القطبين يمثل نظاماً مؤثراً في المناخ. ان يقوم هذا النظام بتزويد,القطبين يمثل نظاماً مؤثراً في المناخ. ان يقوم هذا انتخظام بترويد,0.06349206349206349,0.18181818181818182
تعتبر طاقة محلية و طبيعية متيسرة لكافة الأفراد و الشعوب و الدول,تعتبر طاقة محلية وطبيعية متيسرة لكافة الأخراد والشعوب والدول,0.06349206349206349,0.5833333333333334
تمدرس الأطفال المغاربة وتزويد الإدارة والاقتصاد الوطنيين بالأطر,تمدرس الأطفال المغارية وتزويد الإدارة والاقتصاد الوطنيين بألاط,0.06349206349206349,0.25
للمحيطات واليحار واليحيرات والأنهار وعملية النتح للغطاء للنبائي,للمحيطات واليحار واليحيرات وللأنهار وعملية النقح للظطاء للنيائي,0.06349206349206349,0.5
"ونستطيع إن نعد السائع الدانماركي ""كارستن نيبور  الذي قام في سنة","وتستطيع إن فعد السائع الدانمارعي ""كارستن نيبور الذي قام في سنة",0.06349206349206349,0.3333333333333333
أن نظم الزراعه تتوقف على إحتياج الأشجار من الضوء والسطوع الشمسى,أن زظم الزراعه تتوقق على إحقياج الأشجار من الضوء والسطوع الشمسي,0.06349206349206349,0.36363636363636365
موضع الضيم والنقمه فإن كانت لائمه او عجز فعليك وإن عذر قلي ووىك,موضع الضيم والنقمه فإن كانت لائمه اوعجن فعليك وإن عذر فلي وويك,0.06349206349206349,0.3076923076923077
او مطعم او متجر في المكان الذي تكون فيه ،من حسن حظها انها بارعه,ادمطعم اومتجر في المكان الذي تكون فيه ، من حسن حظها انها بارعه,0.06349206349206349,0.42857142857142855
التي تظهر أثناء إنجاز البحث والتي قد تحتاج إلى أصالة في التفكير,التي تظهر أثتاء إنجاز البحت وإلتي قد تحتاح إلى أصالة في التفكير,0.06349206349206349,0.3333333333333333
كان لهم ادراك لهذا المعنى قبل الإسلام، وإنهم كانوا ينعتون لسانـ,كان لهم امراك لهذا المعنى قبل الإسلام، وإنهم كانوا سنعتون لساذ,0.06349206349206349,0.2727272727272727
في السادسة صباح أحد أيام السبت. وبينما كنت أقود فجرا الى المكتب,في السادية صباح أحد أيام السبت . وبينما كنت أقود فجراً إلى المكتب,0.06349206349206349,0.4166666666666667
إلى تنمية إدراكهم الفني والأدبي . وتتركز دراسة مرحلة البكالوريا,إلى تنميه إدراكهم الفيي والأدبي . وتتزكز دراسة مرحلة ألبكالوريا,0.06349206349206349,0.4
سبأ ومأرب والتي أعطت للحضارة البشرية أعظم انجاز في عمارة التراب,سبأ ومأرب والتي اعطت للحضارة البشرية اعظم انجاز في عمارب الزراب,0.06349206349206349,0.36363636363636365
فيما يتعلق بالإصلاحات الدستورية ونماذج التنمية المتبناه ، وكثمرة ، كذلك ، للتوافق الواسع الذي حصل حول المؤسسات,فيما يتعلق بالإصلاحات الدستورية ونمانع التنمية المتبناء، وكثمرة، كذلك، للتوافق الواسع الذي حصل حول المؤصسات,0.06363636363636363,0.4444444444444444
وأيبسه. فلما دق جسمه واشتىـ هزاله سمي بالمهزول.,وأيبسه . فلما دق جسمه واشتد هزاله سمي بالمهزول.,0.06382978723404255,0.375
وعلى الرغم من أهمبة الغابات،فما زالت التقارير تشير إلى التدهور المستمر في هذه المساحة الشاسعة،,وعلى الرغم من أهمبة الغابات ، فما زالت التقارير ثثير إلى التدهور المتمر في هذه المساحة الداسعة،,0.06382978723404255,0.4
